title,location,summary_review,review_score,movie_score,genre
The Lord of the Rings: The Two Towers,Singapore,great of the three 10/10 ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Kolkata, India",the battle for helmsdeep have begin ,9,8.7,Action
The Lord of the Rings: The Two Towers,Canada,two tower ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Eindhoven, Netherlands",not perfect but again solid ,9,8.7,Action
The Lord of the Rings: The Two Towers,Canada,* * * * * out of five brillitant performance excellent driection amazing visual effect everything else be amazing too about the movie ,10,8.7,Action
The Lord of the Rings: The Two Towers,middelburg holland,brilliant ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,United Kingdom,just brilliant ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Jakarta, Indonesia",i know it!that this movie will be more awesome than the first ,9,8.7,Action
The Lord of the Rings: The Two Towers,"London, England",the perfect follow - up to the perfect trilogy first chapter ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Campina Grande, Brazil",get better and better ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Desktop, USA","there ' gonna be 10,000 of them run around tonight ( spoiler ) ",8.7,8.7,Action
The Lord of the Rings: The Two Towers,San Antonio,an audience pleaser or a work of art ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Auckland, New Zealand",star rating : 4 out of 5 ,8,8.7,Action
The Lord of the Rings: The Two Towers,Oklahoma,this movie be so awesome ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Gateshead, England",oh my god ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Boston, MA",a little less than totally spectacular ,9,8.7,Action
The Lord of the Rings: The Two Towers,usa,not as good as the first ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,United States,your favorite scene ( in all three movie ) ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Karachi, Pakistan",the second installment of the lord of the ring trilogy prove itself as an amazing feat ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Winnipeg, Manitoba, Canada",excellent presentation but rewrite by orcs garh ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Leeds, West Yorkshire",dramatic departure from the text but no less wonderful for it ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,London,the lord of the ring : the film and the fantasy ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Gloucester, England",again magnificent ,10,8.7,Action
The Lord of the Rings: The Two Towers,S. Africa,another great movie ,10,8.7,Action
The Lord of the Rings: The Two Towers,England,gollum 's great ; battle 's boring ; best of three ,8,8.7,Action
The Lord of the Rings: The Two Towers,Manalapan,the battle for middle - earth have begin ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Portland, Oregon USA",amazing in many way ... .... ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Perth, Australia",""" fish & chip "" scene brilliant ",8,8.7,Action
The Lord of the Rings: The Two Towers,"Austin, TX",second part of the best trilogy ever make ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Surrey,outstanding ,9,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,simply stun ,10,8.7,Action
The Lord of the Rings: The Two Towers,CT,very very good ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,the two tower ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Eastbourne, England",peter jackson be a genius ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"London, England",the best film of the trilogy ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Florence, Italy",maybe the best of the three ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,gollum be do masterfully ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"NJ, USA",a ' tower' achievement but have a cracked foundation * * * ( out of four ) ,8,8.7,Action
The Lord of the Rings: The Two Towers,United States,better ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Maidenhead, Berkshire",something worth fight for .... ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Berkshire, England, UK",filler ... but good filler ,8,8.7,Action
The Lord of the Rings: The Two Towers,"Berkshire, England, UK",filler ... but good filler ,8,8.7,Action
The Lord of the Rings: The Two Towers,"New York, USA",the second great film of all time ,10,8.7,Action
The Lord of the Rings: The Two Towers,USA,amazing ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Oxfordshire, England",a breath take display of everything cinema stand for ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Sint-Truiden, Belgium",great fantasy film though not as good as the first ,8,8.7,Action
The Lord of the Rings: The Two Towers,Toronto,uneven but awesome ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,the best ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Pennsylvania, USA",i love the two tower 11/10 star ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,New Zealand,"an improvement on the already brilliant "" fellowship of the ring "" ",10,8.7,Action
The Lord of the Rings: The Two Towers,"Den Haag, Netherlands",will there ever be a better movie ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Phillipsburg, NJ",much better than dungeon and dragon or g2 mortal conquest ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,the great ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"manchester, england",awesome ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Canada,nearly knock me out of my seat in the theatre ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,you do not have to be a fan to be awe - strike by it ,10,8.7,Action
The Lord of the Rings: The Two Towers,Australia,part 2 of the best trilogy of all time ,10,8.7,Action
The Lord of the Rings: The Two Towers,California,what can be say - slightly short of a masterpiece ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Limerick, Ireland",a class act ,10,8.7,Action
The Lord of the Rings: The Two Towers,USA,rock ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Greenbelt, Maryland",the second part of the trilogy be even better ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Melbourne, Australia",much dark than the first movie ,9,8.7,Action
The Lord of the Rings: The Two Towers,Long Island New York,like watch theater true act along with stunning visuals ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Portland, Oregon","the "" extended edition "" should have be the primary release ",7,8.7,Action
The Lord of the Rings: The Two Towers,india,the world of tolkien finally capture on screen ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Tinley Park, Il",define classic cinema which we have not see in awhile ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Ohio, USA",excellent ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Australia,strikingly entertain ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Arlington, VA.","not since "" godfather ii "" ... ",8.7,8.7,Action
The Lord of the Rings: The Two Towers,"THAILAND, BANGKOK",lotr : the two thump - up ,8,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,slightly inferior to fellowship but still a fantastic fantasy epic ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"London, UK",a much more confident sequel to the fellowship with matrix - rival cgi ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,United Kingdom,the middle section keep focus ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,massachusetts,the most useless comment ... ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Australia,meticulous attention to detail .... .... ,8,8.7,Action
The Lord of the Rings: The Two Towers,"Saskatoon, Saskatchewan, Canada",extended edition be outstanding ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Tinley Park,very impressed with ev only one big flaw though ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Limburg,magnificent top 10 movie of all time ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Winnipeg, MB",brilliant with a few forgivable flaw ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,london,how could new line have cut what be now in the extended dvd ,10,8.7,Action
The Lord of the Rings: The Two Towers,San Antonio,digital animation use correctly ,8,8.7,Action
The Lord of the Rings: The Two Towers,United Kingdom,why be there two version ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,ee be a big improvement ,10,8.7,Action
The Lord of the Rings: The Two Towers,New York,okay now it ' a ten ,10,8.7,Action
The Lord of the Rings: The Two Towers,Denmark,a remarkable picture ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Long Beach, CA",great adaptation but one flaw ,10,8.7,Action
The Lord of the Rings: The Two Towers,UK,brilliant ,10,8.7,Action
The Lord of the Rings: The Two Towers,usa,not for everyone ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Groningen, the Netherlands",wow ( a bit of a spoiler ) ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Richmond, VA",yes it ' different from the book but it ' still great ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,swic,"the lord of the ring "" the two tower "" ",8.7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,great film but tend to drag a bit more than the first one ,8,8.7,Action
The Lord of the Rings: The Two Towers,"Parkersburg, PA",nothing but praise ,10,8.7,Action
The Lord of the Rings: The Two Towers,The Emerald City,best movie i have ever see   ^o^ ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Bergen, Norway",better than the first one ,10,8.7,Action
The Lord of the Rings: The Two Towers,"los angeles, middle earth",fully appreciate mr jackson ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Broken Hill, Australia",love it ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Brooklyn, New York",a great second chapter ,10,8.7,Action
The Lord of the Rings: The Two Towers,california,my second favorite film of all time ,10,8.7,Action
The Lord of the Rings: The Two Towers,Pennsylvania,a continuation yes but with a different tone ,7,8.7,Action
The Lord of the Rings: The Two Towers,Somewhere in Another Dimension,awesome ,10,8.7,Action
The Lord of the Rings: The Two Towers,Pennsylvania,a continuation yes but with a different tone ,7,8.7,Action
The Lord of the Rings: The Two Towers,"fayetteville, North Carolina",the most amazing movie i have see ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Valley Stream, New York",some wonder here ,6,8.7,Action
The Lord of the Rings: The Two Towers,"Austin, TX",not as fun as the first but still good ,6,8.7,Action
The Lord of the Rings: The Two Towers,"Vancouver, Canada",awe inspire ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,better than the first cross your finger for the third ,9,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,amazing ,10,8.7,Action
The Lord of the Rings: The Two Towers,New Jersey,relax this be an epic movie not an epic book ,9,8.7,Action
The Lord of the Rings: The Two Towers,"nowhere, nowhere",i be in love with it ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Sydney, Australia",thrilling action - pack and the best movie in a long time ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Finland,more great character come to life ,9,8.7,Action
The Lord of the Rings: The Two Towers,Co Derry,it ' not a sequel ,10,8.7,Action
The Lord of the Rings: The Two Towers,London,half - empty or half - full ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Höör, Sweden",the most bombastic episode of the muppets show so far ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Nova Scotia, Canada",awesome ,10,8.7,Action
The Lord of the Rings: The Two Towers,"harrogate, england",one of the best film ever make despite it ' flaw ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Lancs, England",what be wrong with you people?this film be great ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,San Francisco,best of the trilogy---7/10 ,7,8.7,Action
The Lord of the Rings: The Two Towers,USA,sophomoric drivel with excellent special effect ,2,8.7,Action
The Lord of the Rings: The Two Towers,"Poulsbo, Washington",holy heck ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Québec, Canada",they take the worst book in the series and make it into one of the greatest film of all - time ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,fantastic and do the book justice ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,United Kingdom,an uplifting narrative that sweep you away ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,almost great ,8,8.7,Action
The Lord of the Rings: The Two Towers,Canada,simply magnificent ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Edmonton, Alberta",good movie except it ' not quite the two tower ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Mississippi, United States",some of these review make me sick ,10,8.7,Action
The Lord of the Rings: The Two Towers,ireland,simply superb ,10,8.7,Action
The Lord of the Rings: The Two Towers,"New York, NY",the second part of the already classic trilogy ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,United States,an awesome followup to a true original ,10,8.7,Action
The Lord of the Rings: The Two Towers,Texas,excellent but ... ,9,8.7,Action
The Lord of the Rings: The Two Towers,California,this do not win the best picture oscar ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Livingston Scotland,it only get hard ,10,8.7,Action
The Lord of the Rings: The Two Towers,usa,ok ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"houston, texas",a better than fellowship of the ring * ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Bay Area, California",not what i hop for but fun none - the-les ( possible spoiler ) ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Hazleton, PA; USA",not as good as the first but still amazing ,10,8.7,Action
The Lord of the Rings: The Two Towers,Lost,should be # 1 ,10,8.7,Action
The Lord of the Rings: The Two Towers,Mexico City,paintbrush forgotten ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,OZ,can you say ' brilliant ' ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Cheshire,simply awesome ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,where be return of the king my precioussss ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Burlington, Canada",great visualisation ... bad end ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Manama, Bahrain",the second part ,10,8.7,Action
The Lord of the Rings: The Two Towers,Israel,do anyone else feel ents be kind of ... silly ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,England,what happen to faramir ,7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,""" look to my come on the first light of the fifth day at dawn look to the east "" ",10,8.7,Action
The Lord of the Rings: The Two Towers,"Irvine, California, USA",a brilliant film-- a not so brilliant adaptation ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Sydney austraila,kick the as of every movie ever ,10,8.7,Action
The Lord of the Rings: The Two Towers,UK,a great continuation of a great story and a wonderful heroic epic ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Chicago, Illinois",the war for middle - earth have indeed begin ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Philadelphia, PA",extremely violent but impressive special effect ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Boston,awesome in every sense of the word ,10,8.7,Action
The Lord of the Rings: The Two Towers,"California, USA",the lord of the box office ,9,8.7,Action
The Lord of the Rings: The Two Towers,USA BABY!,an excellent segue ,9,8.7,Action
The Lord of the Rings: The Two Towers,"My House, Canada",this entire three hour movie can be sum up in one word : amazing ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Palmerston North, New Zealand",excellent but ... ,8,8.7,Action
The Lord of the Rings: The Two Towers,New Zealand,a spectacular visual epic ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,amazing but still prefer the first ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"California, USA",a ,9,8.7,Action
The Lord of the Rings: The Two Towers,Minnesota,good but not as great as fotr ,8,8.7,Action
The Lord of the Rings: The Two Towers,NYC,more praise to heap on this excellent film ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Houston, TX","if it be "" just "" another movie it would have be great ... ",7,8.7,Action
The Lord of the Rings: The Two Towers,New York,fantastic ( possible spoiler ) ,10,8.7,Action
The Lord of the Rings: The Two Towers,United States,love it want more and less ,10,8.7,Action
The Lord of the Rings: The Two Towers,United States,love it want more and less ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,a masterpiece ,10,8.7,Action
The Lord of the Rings: The Two Towers,United States,i hope jackson have not paint himself into a corner ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Melbourne, Australia",tremendous movie ,8,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,excellent work but not quite as good as the first movie ,9,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,not 10 1000 ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,United States,* * * 1/2 out of * * * * ,8,8.7,Action
The Lord of the Rings: The Two Towers,"CT, USA",more fighting more creature more cg and gollum awesome ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Strong Badia,no one come close ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,not perfect but great ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Central Coast, Australia",wow ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Toronto, Canada",spectacular ,10,8.7,Action
The Lord of the Rings: The Two Towers,MN,still draw out but a lot better than the first ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Annalong, Northern Ireland",film improve with second view ,10,8.7,Action
The Lord of the Rings: The Two Towers,NYC,brilliant film equal to fotr ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Rochester, NY, USA",a tower achievement ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Melbourne, Australia",like the first one over - rat but like the first one still good value ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Miami, Florida",the evil eye prepare to enslave the world but as the quest continues the hobbit 's strength rise ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Setauket, NY, USA","great movie but will not be on any "" top movie "" list in the future ",8,8.7,Action
The Lord of the Rings: The Two Towers,USA,i think i break my jaw ... ,9,8.7,Action
The Lord of the Rings: The Two Towers,America,this be beyond word the best movie in the universe ,10,8.7,Action
The Lord of the Rings: The Two Towers,England,flippin eck ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Courtice, Ontario, Canada",rave review ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Salem, VA",a brilliant and inspiring film ,9,8.7,Action
The Lord of the Rings: The Two Towers,Madras,better than the fellowship ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Canterbury, England",amazing the movie for all tolkien - fan ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Auckland, New Zealand.",the all male ' mardi gra ' of the ring ,7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,much different than the book i remember ,8,8.7,Action
The Lord of the Rings: The Two Towers,Hong Kong,do not watch the movie if you have not see part 1 or read the book ,5,8.7,Action
The Lord of the Rings: The Two Towers,Somewhere,my expectation be meet ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Bologna, Italy",disappoint ... ,5,8.7,Action
The Lord of the Rings: The Two Towers,"Tulsa, Oklahoma",good but ... ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Fort Worth, TX",i think i be start to come around on this series ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Michigan,good follow - up though it stray ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,gollum just great ,9,8.7,Action
The Lord of the Rings: The Two Towers,USA,an okay sequel ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Saginaw, MI",jackson know what he be do ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Oulu, Finland",even better than the first part ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,terrific in so many way ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,United Kingdom,the lord of the ring : the two tower ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,New York,my favourite film ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Erie, Pennsylvannia",how the movie be to me ,10,8.7,Action
The Lord of the Rings: The Two Towers,UK,good film but the first be better ( possible spoiler ) ,8,8.7,Action
The Lord of the Rings: The Two Towers,"The Hague, NLD",a great coherent saga which leave you want more ,10,8.7,Action
The Lord of the Rings: The Two Towers,Greece,not perfect but still very very good ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,i be disappointed ... but there ' more ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Athens, Greece",aaaahhhh something be miss there ... ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"London, England",another comment on how good it be ... ,10,8.7,Action
The Lord of the Rings: The Two Towers,california,script need to be check for grammar & usage error ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Kingsley, Michigan",two tower up ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Númenor,perfect i think so ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,USA,to all of you people that think this movie suck .... ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,concern tower dream and other stuff ,10,8.7,Action
The Lord of the Rings: The Two Towers,United States,one of the best film of 2002 ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,UK,better than the first but still flawed ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Toronto, Canada",good movie- spoiler ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Lahore, Pakistan",the best fantasy movie ever ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Boston, MA",masterful rendition of tolkien 's vision ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,everything you want to see but do not get in star war prequels ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Toronto,a twin towering truimphant ,10,8.7,Action
The Lord of the Rings: The Two Towers,USA,fantastic journey ... ,10,8.7,Action
The Lord of the Rings: The Two Towers,Maine,in response to ashley whitear kam - bo 's question ... ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Milwaukee, WI",brilliant i have not see anything like it ,10,8.7,Action
The Lord of the Rings: The Two Towers,manchester,move thing along nicely ,6,8.7,Action
The Lord of the Rings: The Two Towers,"Melbourne, Australia",gollum truly brilliant ,10,8.7,Action
The Lord of the Rings: The Two Towers,USA,the great movie ever ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,wow this be the greatest movie ever ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Stockholm, Sweden",exceptionally well make movie - but somewhat ruin ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,New Jersey,better than go with the wind and casablanca roll up together ,10,8.7,Action
The Lord of the Rings: The Two Towers,"ESPERAZA, FRANCE",5 wonderful evening at the movie ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Washington, DC",now they fight a big battle ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Southampton, England",a good sequel but i have one question to ask ,9,8.7,Action
The Lord of the Rings: The Two Towers,"London, England",almost perfect ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Wien, Österreich",i like it no i do not yes i like it no it be bad ... ,8,8.7,Action
The Lord of the Rings: The Two Towers,Washington DC,well ... ,6,8.7,Action
The Lord of the Rings: The Two Towers,scotland,amazing ,10,8.7,Action
The Lord of the Rings: The Two Towers,Somewhere in Another Dimension,the greatest continuation of all time ,10,8.7,Action
The Lord of the Rings: The Two Towers,Australia,brilliant ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Chicago, IL",people .the last 5 chapter be not missing. ,10,8.7,Action
The Lord of the Rings: The Two Towers,Sheffield England,its not the book ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Russia,it be everything we love cinema for ,10,8.7,Action
The Lord of the Rings: The Two Towers,Afaria Beach,a great film ,9,8.7,Action
The Lord of the Rings: The Two Towers,Canada,although i slightly prefer the fellowship of the ring to this movie it be still an epic and stirring film ,9,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,amazing and excellent ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,lord of the ring : the two tower ,9,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,incredible book not - quite-as-good film ... ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,western U.S.,human element of film good ; do not like as much as first ,8,8.7,Action
The Lord of the Rings: The Two Towers,"Gresham, OR",awesome ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,US,simply awesome ,10,8.7,Action
The Lord of the Rings: The Two Towers,Canada,film vs. book :   a rationalization ,10,8.7,Action
The Lord of the Rings: The Two Towers,United States,never think ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Washington, DC",wow ( or if you prefer : big ) ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Sweden, Stockholm",praise for the film and peter jackson ,10,8.7,Action
The Lord of the Rings: The Two Towers,North Carolina,* * * 1/2 out of * * * * star ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Swindon, England",from strength to strength ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Calgary, Alberta",why the change ,9,8.7,Action
The Lord of the Rings: The Two Towers,UK,absorb three hour ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Raleigh, NC",wow ,10,8.7,Action
The Lord of the Rings: The Two Towers,newark nj,the best movie of 2002 ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Topeka, KS",best film of 2002 ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Manchester, England",even better ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Durban, South Africa",i think the film be fantastic and i would love to see it again ,10,8.7,Action
The Lord of the Rings: The Two Towers,Earth,overrated ... ,3,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,a tolkien/jackson masterpiece ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,not bad but not great ,7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,great movie for those who do not expect the book ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"london, england",not as good as i hop for ,7,8.7,Action
The Lord of the Rings: The Two Towers,"Liverpool, UK",bad title ,5,8.7,Action
The Lord of the Rings: The Two Towers,USA,excellent ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,gollum be the real hero ,9,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,probably the most impressive and spectacular epic ever make ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Tromsø, Norway",cut out all the one line puncher from gimli ... .... ,10,8.7,Action
The Lord of the Rings: The Two Towers,England,if you have not see it ... .your miss a brain ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,a thoroughly enjoyable film ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Iowa, where we do have civilization...",great movie but kind of lengthy ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,... partially ... entertain ,2,8.7,Action
The Lord of the Rings: The Two Towers,"wooster, ohio",best of 2002 ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Miami, Fl",lordy lordy lordy this one be also awful ,2,8.7,Action
The Lord of the Rings: The Two Towers,Denmark,disappoint ,8,8.7,Action
The Lord of the Rings: The Two Towers,USA,much anticipate ; not disappointed ,10,8.7,Action
The Lord of the Rings: The Two Towers,Missouri,spectacular there be a spoiler ,10,8.7,Action
The Lord of the Rings: The Two Towers,Muhos Finland,worth the wait ,9,8.7,Action
The Lord of the Rings: The Two Towers,"Exeter, England",sauron 's shadow ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Boston,not as good as the first but ... ,10,8.7,Action
The Lord of the Rings: The Two Towers,UNKNOWN,shine in some place flop in others ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Michigan,my favorite movie of all time ,10,8.7,Action
The Lord of the Rings: The Two Towers,Somewheres,the best movie ,10,8.7,Action
The Lord of the Rings: The Two Towers,"Bronx, New York",what a sequel to it ' predecessor ( spoiler inside ) ,10,8.7,Action
The Lord of the Rings: The Two Towers,United States,how could anyone think this one be better than the first ( spoiler but nothing not already reveal in the trailer ) ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,"Edinburgh, Scotland",a class act thunder on ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,Twin Cities,as good as the first one ,8.7,8.7,Action
The Lord of the Rings: The Two Towers,United States,' lord of the ring '   part 2 ,10,8.7,Action
The Lord of the Rings: The Two Towers,Sweden,the best movie up to date ,10,8.7,Action
